,Average running time,Running time stdev,Average score,Score stdev,Average quality,Objective quality
10,0.08896045684814453,0.01672788764077983,7.8,0.4472135954999579,22.000000000000004,
11,0.09763054847717285,0.01685631192548854,8.0,0.0,27.272727272727273,
12,0.10439624786376953,0.01782059383580507,9.0,0.0,25.0,
13,0.11058273315429687,0.012864820704972947,10.0,0.0,23.076923076923077,
14,0.1234851360321045,0.013189439357946272,10.2,0.4472135954999579,27.142857142857146,
15,0.1222658634185791,0.02200510037725147,11.8,0.4472135954999579,21.33333333333333,
16,0.12788166999816894,0.02029678848728252,11.6,0.8944271909999159,27.500000000000004,
17,0.1354666233062744,0.0233411974788734,12.2,0.4472135954999579,28.23529411764706,
18,0.13543896675109862,0.021504251950679037,13.8,0.4472135954999579,23.33333333333333,
19,0.14551568031311035,0.026590233861508248,14.0,0.0,26.31578947368421,
20,0.16017322540283202,0.027128446938391376,15.2,1.0954451150103321,24.000000000000004,
21,0.15546603202819825,0.024615239205964992,15.6,0.5477225575051661,25.714285714285715,
22,0.14834995269775392,0.020730453448804184,16.2,0.4472135954999579,26.36363636363637,
23,0.17955079078674316,0.027607244232794377,17.0,0.7071067811865476,26.08695652173913,
24,0.16132206916809083,0.027290182086858537,17.4,0.5477225575051661,27.500000000000004,
25,0.1569667339324951,0.018131056264769334,18.6,0.5477225575051661,25.599999999999994,
26,0.14638233184814453,0.006648143451262727,19.4,0.5477225575051661,25.38461538461539,
27,0.15325617790222168,0.01264227808042085,20.2,0.8366600265340756,25.18518518518519,
28,0.15968523025512696,0.011582762024193267,20.4,0.5477225575051661,27.142857142857146,
29,0.18243746757507323,0.036619318230652856,21.8,0.8366600265340756,24.827586206896548,
30,0.17613162994384765,0.02167605685413507,22.4,0.8944271909999159,25.333333333333336,
31,0.17221589088439943,0.009465293057318622,23.4,0.8944271909999159,24.516129032258068,
32,0.17181820869445802,0.0025055764401592426,24.8,0.4472135954999579,22.499999999999996,
33,0.18276472091674806,0.0076361301711307655,24.4,0.5477225575051661,26.060606060606062,
34,0.18984379768371581,0.0228540078711737,25.0,0.7071067811865476,26.470588235294116,
35,0.19955644607543946,0.015084797940450652,25.8,0.4472135954999579,26.28571428571428,
36,0.1990051746368408,0.018549441016764374,26.8,0.8366600265340756,25.555555555555554,
37,0.19093971252441405,0.0016607321399148595,26.8,0.8366600265340756,27.567567567567565,
38,0.21390852928161622,0.01376445543586707,28.6,0.5477225575051661,24.736842105263154,
39,0.2300267696380615,0.01744089722278007,28.6,0.8944271909999159,26.66666666666666,
40,0.24743828773498536,0.03952039320770148,29.6,0.8944271909999159,25.999999999999993,
41,0.21960687637329102,0.029392634728441273,30.6,0.8944271909999159,25.36585365853658,
42,0.21372513771057128,0.006480612602834389,31.2,1.0954451150103321,25.714285714285715,
43,0.24183406829833984,0.03080281894019145,30.8,0.8366600265340756,28.372093023255815,
44,0.23534092903137208,0.011244592466952506,32.6,0.8944271909999159,25.909090909090903,
45,0.23635168075561525,0.022601569515733555,34.0,0.7071067811865476,24.444444444444443,
46,0.22878799438476563,0.003795766545460998,34.2,0.8366600265340756,25.652173913043473,
47,0.2489926338195801,0.022268731100603487,34.4,0.8944271909999159,26.80851063829788,
48,0.2842261791229248,0.03271919966097309,35.0,1.0,27.083333333333332,
49,0.2558151721954346,0.023188255686319166,36.8,0.8366600265340756,24.897959183673475,
50,0.2638094902038574,0.033824792293666084,37.4,1.140175425099138,25.200000000000003,
