,m,Average running time,Running time stdev,Average score,Score stdev,Average quality,Average objective quality
0,10,0.08778877258300781,0.017130882197768278,8.0,0.0,20.0,
1,20,2.3117310047149657,0.013977065988031268,12.8,0.4472135954999579,36.0,
2,50,4.744034290313721,0.4183512260083373,30.0,0.0,40.0,
3,100,34.737517786026004,2.658113627389304,60.8,0.4472135954999579,39.2,
